,L,DL,X,Y
0,0.08995920271103497,0.0015539204705596662,75.0,53.0
1,0.0588156893763674,0.0009176925154004591,54.0,49.0
2,0.04680554760991692,0.0012327470922801431,47.0,82.0
3,0.033756989022440446,0.0012608794095473133,39.0,89.0
4,0.022170145493921968,0.0008534279536742856,1.0,2.0
5,0.01929965474662265,0.0007282021452614996,58.0,92.0
6,0.013543459459102276,0.0008728872495920554,13.0,25.0
7,0.00905920648517708,0.0009259692706656245,39.0,54.0
8,0.008071103856995446,0.0004691824415823509,12.0,63.0
9,0.005905764680215332,0.0003485893700579969,37.0,31.0
10,0.0039094913144799145,0.00046717103011135785,24.0,98.0
11,0.0034473949861449113,0.0003997149109028391,1.0,9.0
12,0.003429274498084968,0.0005319082908903531,58.0,38.0
13,0.0034024116996118404,0.0004413013573711648,24.0,24.0
14,0.003150393718610344,0.0007121079489671442,91.0,89.0
15,0.002922905498176116,0.0005121499753043573,10.0,70.0
16,0.002777581712632042,0.0006390242931631721,52.0,58.0
17,0.002440131460454247,0.0004770266180858963,78.0,44.0
18,0.0023208823714081783,0.0006561930375187733,23.0,42.0
19,0.002234949129718112,0.0004393440411784627,21.0,60.0
20,0.0021619423837224874,0.0005790604919886193,43.0,73.0
21,0.002077888034054786,0.0007237045984626685,62.0,45.0
22,0.001975319319575591,0.0004879979465458342,48.0,91.0
23,0.0019028978951331913,0.00031234694037834943,36.0,64.0
24,0.0017579124563024081,0.0004690794166732557,83.0,68.0
25,0.0017087723478866669,0.0002808725441264564,48.0,33.0
26,0.001703887004167272,0.0003943594801261264,97.0,23.0
27,0.0016949053193966556,0.0005363159180620281,86.0,93.0
28,0.0016391219209557304,0.00033791305260048426,36.0,7.0
29,0.0016320399352822,0.00036387906490262527,32.0,11.0
30,0.0015252426041469703,0.00029960547355188666,68.0,3.0
31,0.0014917778304252025,0.0004795440825194391,44.0,21.0
32,0.0014242221988499206,0.0004560205001733757,81.0,98.0
33,0.001421173054141661,0.000370364484533405,61.0,3.0
34,0.0013778213837695745,0.0003180563115106894,99.0,16.0
35,0.0013435146490146225,0.00036040260135407944,85.0,41.0
36,0.0012869018343662265,0.00034491704563596954,42.0,97.0
37,0.0012191357576159254,0.0004903166794326392,62.0,37.0
38,0.0011179904845213596,0.0003261540498519975,38.0,79.0
39,0.0010888700154065025,0.0006582001654025847,67.0,99.0
40,0.001037869000397551,0.0005385836661224394,55.0,63.0
