,L,DL,X,Y
0,0.09000774753491102,0.0015590575841912706,75.0,53.0
1,0.05927448603907257,0.0009191819789766724,54.0,49.0
2,0.047228195049577704,0.001231882838428464,47.0,82.0
3,0.0337243670783804,0.0012594654627263015,39.0,89.0
4,0.022077381154758956,0.0008827771936769147,1.0,2.0
5,0.019728137737781214,0.0007550144583094119,58.0,92.0
6,0.013830090276066317,0.0008711274769151783,13.0,25.0
7,0.008990474310289123,0.0009339705290156026,39.0,54.0
8,0.007643691733151585,0.0004745947915192559,13.0,63.0
9,0.006054924512779521,0.00046478772771098347,37.0,31.0
10,0.005948549739605404,0.00034069653533569405,23.0,96.0
11,0.004037931836218406,0.00039735805999957345,58.0,38.0
12,0.0035198758957633793,0.00046100622696868064,91.0,89.0
13,0.00331038335271782,0.00044318853742904426,24.0,24.0
14,0.002908183951541227,0.0005215689361252444,52.0,58.0
15,0.002894455664868164,0.0005605399040655183,10.0,70.0
16,0.0028600303865378607,0.0007347308522444587,79.0,36.0
17,0.0028297556259829094,0.00048071263066750243,78.0,44.0
18,0.0023558627717095893,0.00034471886542904417,23.0,42.0
19,0.0023245757876119307,0.00044881653172205863,30.0,29.0
20,0.0021912541846472147,0.0006951026102406522,21.0,60.0
21,0.0021673529827396045,0.0004987068317835809,48.0,91.0
22,0.002158043059961607,0.00028615445427138835,10.0,62.0
23,0.002043790639825772,0.000686190281762739,34.0,23.0
24,0.0020357016247149005,0.000662844189793649,25.0,54.0
25,0.0020034718110111243,0.00039557785923647243,62.0,45.0
26,0.001933888172627641,0.0006344875409836363,29.0,86.0
27,0.0019329416236098876,0.0003477184137580246,3.0,38.0
28,0.0018967202585576145,0.0004994712993125024,48.0,33.0
29,0.0018707941396019587,0.00043074954308798443,36.0,7.0
30,0.0018404065414330112,0.00037053657733267595,26.0,39.0
31,0.001827442226591561,0.000703577025070951,68.0,3.0
32,0.0016528348254259016,0.0005457365091971076,84.0,68.0
33,0.001546289742552796,0.0007799088261991466,32.0,11.0
34,0.001529885094567931,0.0004310127073978298,96.0,24.0
35,0.0014540084289822786,0.0004011571333900331,61.0,23.0
36,0.0014519577202706314,0.00034111793123770527,99.0,42.0
37,0.0014377764221261149,0.000533510053347041,68.0,99.0
38,0.0014256389677926367,0.0005642192088780753,99.0,16.0
39,0.0013474040232148395,0.0003968985047593485,61.0,3.0
40,0.0013419225396120867,0.00029747363438404234,96.0,11.0
41,0.0012382605785095663,0.000562215192794371,81.0,98.0
42,0.0011401048709577177,0.0004307512560850249,62.0,37.0
43,0.001081376042878435,0.000347020711291811,85.0,41.0
44,0.0010489862494813852,0.0005264019703807221,30.0,98.0
45,0.0010014787308268282,0.00037523833142028164,53.0,26.0
46,0.0009460402149760908,0.00029122687253204543,55.0,63.0
47,0.0009300065261978858,0.0002882571661353096,67.0,30.0
