,L,DL,X,Y
0,0.09341878166879478,0.001606577350891946,75.0,53.0
1,0.061453998695977785,0.0010714453427915543,54.0,49.0
2,0.04936786560455985,0.0013512678479439195,47.0,82.0
3,0.03479003885064273,0.0014695913973645934,39.0,89.0
4,0.022815598968836618,0.0007808284574698967,1.0,2.0
5,0.022786587637855182,0.0007614010025208606,58.0,92.0
6,0.014666268796128501,0.0009511821233298511,13.0,25.0
7,0.00993524132511025,0.00039917958343673837,39.0,54.0
8,0.008863348841297573,0.000996753791628577,12.0,63.0
9,0.00784837453685189,0.00043777252821537076,37.0,31.0
10,0.006488456876799321,0.0006552477235813888,24.0,96.0
11,0.005682043943894864,0.0006950620519019296,59.0,38.0
12,0.0039681973186016664,0.0005713946327240546,29.0,69.0
13,0.0036799619973805235,0.0009860155496671512,78.0,44.0
14,0.0034232230608159473,0.0005364972246155688,24.0,24.0
15,0.0030540502028212103,0.0004559941651312932,10.0,70.0
16,0.003026499242695797,0.0005921233533058309,74.0,26.0
17,0.0026765285862130907,0.0004554069327080601,24.0,9.0
18,0.002636808740283886,0.0005805600416610222,44.0,74.0
19,0.002538421322437983,0.0006961986973457185,99.0,16.0
20,0.0023782595953602947,0.000685309983100414,21.0,60.0
21,0.0023229450384885295,0.0006341449538555292,23.0,42.0
22,0.002257008667999014,0.000983002929400374,48.0,91.0
23,0.002218573300733111,0.0006097636745364138,34.0,23.0
24,0.00220098042818285,0.0008570312879536237,97.0,10.0
25,0.0021546847994891594,0.0004390005358793732,98.0,42.0
26,0.0020587570835944257,0.0005168310361660671,28.0,47.0
27,0.0020003821797209558,0.0009201970929036641,12.0,48.0
28,0.001988976089430841,0.0006049007134428717,97.0,23.0
29,0.00190702306274952,0.000678643791313315,65.0,77.0
30,0.0018353738384627256,0.0005572047302532483,36.0,7.0
31,0.0018017671053560857,0.00047206881823575657,67.0,99.0
32,0.0017387860261561582,0.000650368065338064,83.0,68.0
33,0.001728767402606038,0.000545270818731377,48.0,33.0
34,0.0016362802372199246,0.0003497242810873351,68.0,2.0
35,0.0016130659540485297,0.0006812628453497713,81.0,98.0
36,0.001560903831211481,0.000527000858139087,2.0,46.0
37,0.0012725600517944648,0.0004981176720267591,42.0,98.0
38,0.001036787078496148,0.0003642348464210777,53.0,26.0
