,L,DL,X,Y
0,0.0927384169056048,0.0015684146879752284,75.0,53.0
1,0.06103080121580299,0.0010604740439696593,54.0,49.0
2,0.04887218674118028,0.0013224615705715334,47.0,82.0
3,0.035138388780280305,0.0007934302700095954,1.0,2.0
4,0.023159115713361236,0.0007809662861956491,39.0,89.0
5,0.02304685440620966,0.0014508523642485362,58.0,92.0
6,0.016792177679181945,0.0004199019939988762,13.0,25.0
7,0.014104158717350245,0.0009591629315712718,39.0,54.0
8,0.009499448457117907,0.0010242667013092726,13.0,63.0
9,0.007926906300622115,0.0005005752816332836,37.0,30.0
10,0.006915571296969132,0.000624898868688966,91.0,89.0
11,0.006634003555516962,0.000350582099500916,23.0,96.0
12,0.003869252788340129,0.0004398326783794658,58.0,38.0
13,0.0036097590074327737,0.000492198584593003,24.0,24.0
14,0.003291741674863411,0.00086849370012781,42.0,64.0
15,0.003187677601377567,0.000836412028610012,43.0,74.0
16,0.003087823277512369,0.0004990505006392864,9.0,54.0
17,0.002742598305985171,0.0008675266244119451,23.0,74.0
18,0.0027030168305184855,0.0004671296004653916,78.0,44.0
19,0.0026913084239391467,0.0006016990734681401,10.0,70.0
20,0.002537196255333347,0.00041675762312683184,24.0,9.0
21,0.0024333816544102067,0.000685450872670402,21.0,60.0
22,0.002372509654763034,0.0011316406960616115,23.0,42.0
23,0.0023427791913685856,0.0005849575566856809,2.0,38.0
24,0.002307364200095987,0.0006844225231740779,48.0,91.0
25,0.002244260901367553,0.0005633918691410843,34.0,23.0
26,0.002181377421387091,0.000649421032908145,16.0,97.0
27,0.002103618002148809,0.0005066348273145599,98.0,42.0
28,0.0021007680312378194,0.000420355179658117,12.0,48.0
29,0.0020318360774033827,0.0007611595765554364,99.0,16.0
30,0.0020078836809156713,0.0008594406301138312,48.0,33.0
31,0.0019887541823853825,0.0005625991791595488,83.0,67.0
32,0.0019692693576596515,0.0004284736092368494,10.0,63.0
33,0.001967712687296382,0.0005267730330273428,67.0,99.0
34,0.001964093856255539,0.0004615343965018409,28.0,89.0
35,0.0019269364299386025,0.0006221538725560041,81.0,98.0
36,0.0017591504064912956,0.0004598956092588157,68.0,2.0
37,0.001693874640251769,0.00019797721030633946,36.0,7.0
38,0.0016871748337747839,0.000459484486073915,30.0,99.0
39,0.001605401890978344,0.0005925901813707631,2.0,46.0
40,0.0015976653347471747,0.00036285983580707713,42.0,98.0
41,0.0015920608089442989,0.0009119559209652722,8.0,79.0
42,0.0013172296195216235,0.00040403545478119324,48.0,99.0
43,0.0012960470873479677,0.0009230783610998252,97.0,11.0
44,0.0010346559870411088,0.0003730197285960323,15.0,76.0
45,0.0009751323615471549,0.000327780961370418,67.0,29.0
