,L,DL,X,Y
0,0.03939005349499757,0.0008419543929092142,32.0,88.0
1,0.020232253659441094,0.0008943265051828247,69.0,48.0
2,0.01658426131428331,0.0006721200482735231,12.0,63.0
3,0.013452032381110297,0.0006804710817527462,38.0,55.0
4,0.010539466237230111,0.0008212443376350347,94.0,10.0
5,0.009119965742440655,0.0008318884660133002,24.0,96.0
6,0.007485532454838866,0.001048117681710572,5.0,56.0
7,0.0045745858062320194,0.000795563880661304,41.0,64.0
8,0.004451000360424137,0.0006608770423435615,26.0,97.0
9,0.004058218091328232,0.0005434469501340959,70.0,71.0
10,0.003723688990598951,0.0005658386693685676,2.0,96.0
11,0.003592955969236938,0.0004053245243721411,97.0,84.0
12,0.0027045162798187434,0.0004198053810841063,68.0,2.0
13,0.0024205687499202853,0.0006451651172785039,37.0,31.0
14,0.002404507088162543,0.0005188584950753543,69.0,64.0
15,0.0023979944134290628,0.00028003314668949823,5.0,45.0
16,0.00235137822836967,0.00045854382284533007,49.0,68.0
17,0.0023378018239695285,0.0003933402203079786,41.0,88.0
18,0.0022943279566085746,0.0012681650831616593,10.0,71.0
19,0.0022274523203822615,0.00033312970495999466,40.0,46.0
20,0.002107400496178373,0.00039838727284213223,23.0,75.0
21,0.002053369480143636,0.0007053707351675921,77.0,17.0
22,0.0020157811224982966,0.0003369647493377646,23.0,42.0
23,0.001978367410345928,0.00068136450225199,34.0,23.0
24,0.001959718342506936,0.00036647682563291037,73.0,78.0
25,0.001945664119211619,0.00042687299511535607,74.0,26.0
26,0.0019136338722149746,0.000656161127270897,46.0,82.0
27,0.001835843934351311,0.00033209491286700866,24.0,9.0
28,0.0018186176326869304,0.0003409700987913866,22.0,60.0
29,0.0018027531725776128,0.00032198745717685137,34.0,78.0
30,0.0017807058598420969,0.00043460329948480066,15.0,13.0
31,0.0017720108018646984,0.0004351859782057804,60.0,47.0
32,0.0016924218838445988,0.0006568476358937982,52.0,47.0
33,0.001682385775462964,0.0004067689598712107,96.0,11.0
34,0.0016823109599133949,0.0004929084117113616,29.0,69.0
35,0.0016516720306449675,0.0006439294951160425,35.0,7.0
36,0.001646534130878621,0.00035294339180392983,33.0,39.0
37,0.0016133175748534625,0.0003517290762570816,8.0,54.0
38,0.0015979688724334278,0.0004288587250668734,91.0,81.0
39,0.0015933041683555522,0.00030618327415145037,82.0,29.0
40,0.001588657619301971,0.00046505188596722,21.0,67.0
41,0.0015776627635324951,0.00045377939716647963,16.0,97.0
42,0.0015758836683493972,0.00030973020426367485,36.0,64.0
43,0.001555041095860181,0.000546721220428468,76.0,83.0
44,0.0015480091941205765,0.0004538013290909937,48.0,33.0
45,0.0015127489372345087,0.0004114000525758525,59.0,14.0
46,0.0014664630161287347,0.0003188302121288588,29.0,28.0
47,0.0014042573202319932,0.00027932649304571156,2.0,8.0
48,0.0013823582696791167,0.0002922624762530368,27.0,16.0
49,0.0013731576358268114,0.0004167795082288493,78.0,43.0
50,0.001367863767790313,0.000315649330242787,93.0,95.0
51,0.0013617287505096308,0.00027594509593086665,13.0,48.0
52,0.0013366272445883298,0.00043244793986178413,64.0,9.0
53,0.0013345402228673946,0.0004771100249743851,24.0,23.0
54,0.0013343622927612282,0.00031063534470284523,43.0,73.0
55,0.0013266588082102247,0.00042433304139138147,46.0,43.0
56,0.0013240280291642505,0.00032515258252446957,63.0,69.0
57,0.0012798410077364988,0.00034208311777763093,73.0,55.0
58,0.0012730363113711972,0.0002993545115820072,18.0,48.0
59,0.0012641215728687505,0.0003428577743885165,67.0,84.0
60,0.001244994178137084,0.00036132560959960854,13.0,21.0
61,0.0012437099045020704,0.0002639625243621445,26.0,54.0
62,0.0012366792995326798,0.00036113172519039606,26.0,37.0
63,0.0012278302170408368,0.00044219680600430156,66.0,77.0
64,0.0012267150498365255,0.00032061355057459696,92.0,88.0
65,0.0012058111390654005,0.0003912448201966312,2.0,38.0
66,0.0011905959022767997,0.000294435619783908,45.0,8.0
67,0.0011840455170946211,0.00017187106931269017,28.0,47.0
68,0.0011762301449091735,0.0005651105585874807,20.0,17.0
69,0.0011577924365672447,0.0004856540257050107,61.0,3.0
70,0.0011532270244077596,0.000426727301265046,8.0,33.0
71,0.0011387904030300427,0.0004027802931945249,8.0,46.0
72,0.0011289310317367685,0.00033382857895454033,80.0,91.0
73,0.0011261675092207582,0.0002954474972064839,61.0,24.0
74,0.0011184905956589614,0.00025504539006922965,68.0,99.0
75,0.0011135456195978698,0.00040422259173546475,2.0,17.0
76,0.001111499202802417,0.0003202642125776806,84.0,68.0
77,0.0011087721552246463,0.0003134341426324383,16.0,55.0
78,0.0010794225432761624,0.00035191585755693937,8.0,26.0
79,0.001051504080646024,0.0002963593245846288,53.0,79.0
80,0.0010477824677932932,0.00030653734095940455,59.0,31.0
81,0.0010098070601399513,0.00023836371528846464,88.0,72.0
82,0.0009873480802239324,0.000311521839217013,85.0,40.0
83,0.00096260984508346,0.0002449770516682287,62.0,83.0
84,0.0009494550643876324,0.00023285179717792546,8.0,80.0
85,0.0009136584027770318,0.0006323707142290668,48.0,99.0
86,0.0009052960335612274,0.0003372724935330747,10.0,40.0
87,0.000892702452778488,0.00020832585005488676,32.0,11.0
88,0.0008879216558241432,0.00030453221011669807,62.0,37.0
89,0.0008721786291937804,0.00021113189280798624,99.0,41.0
90,0.0008691927570336012,0.0002033654506799751,74.0,2.0
91,0.0008599231010254078,0.0002210370335249059,91.0,65.0
92,0.0008554100094123588,0.0002859189512177045,52.0,19.0
93,0.0008188809447193294,0.00029458648701951716,55.0,63.0
94,0.000804007156268782,0.0002700322860636471,9.0,87.0
95,0.0008022209911215113,0.0002910411308148587,39.0,16.0
96,0.0007687235921014856,0.00023510473957779823,53.0,26.0
97,0.0007638511199338608,0.00025667740969828227,85.0,48.0
98,0.000755195922097123,0.0001508164247201242,56.0,72.0
99,0.0007534079975740171,0.00023727488709494637,15.0,76.0
100,0.0007451132080707741,0.0006093068132742376,46.0,75.0
101,0.0006895619806799058,0.0003480380023267221,57.0,91.0
102,0.0006478004934943086,0.0003141789009699801,48.0,91.0
103,0.00064609850563997,0.0001865710542400366,18.0,27.0
104,0.0006404362024557417,0.00037507395353224434,16.0,42.0
105,0.0006270001035075678,0.000239740066314807,50.0,76.0
106,0.0006167250720294162,0.00029351292710185,54.0,42.0
107,0.0005916198517442737,0.00016707439805205277,2.0,67.0
108,0.0005776276253837662,0.00022880021583017074,68.0,30.0
109,0.0005321188714359692,0.00026474684758088764,61.0,93.0
110,0.00045296307267035337,0.0002607272686050043,74.0,5.0
111,0.00044106220894059653,0.00016886624949012278,34.0,4.0
112,0.00043805798715440883,0.0001834163904816681,8.0,92.0
113,0.0004217939240152642,0.0001573444611172924,41.0,13.0
114,0.0004039507289892595,0.00017125240078653297,55.0,70.0
115,0.000395004511279754,0.00011447577219881604,41.0,24.0
116,0.00032363150805542364,0.0001782272722564631,9.0,84.0
117,0.00029050601171057695,0.00016065932136768836,43.0,98.0
118,0.00019593696582056563,0.00011959237802153183,95.0,95.0
