,L,DL,X,Y
0,0.04019128563060463,0.0012302109125722147,32.0,88.0
1,0.02012648828133698,0.0012647138904449784,69.0,48.0
2,0.01655070391699983,0.0006819244218490288,38.0,55.0
3,0.014615211572216765,0.0007540315955570523,12.0,63.0
4,0.01098222982329881,0.001084219344775472,94.0,10.0
5,0.009911004565750895,0.0011380897645517352,5.0,56.0
6,0.009389253263481404,0.0010281368231696054,25.0,97.0
7,0.0068249794551388816,0.0007537809208626907,41.0,64.0
8,0.004093124090605738,0.0006841800902146104,70.0,71.0
9,0.004043080817124571,0.0004513724507143913,85.0,85.0
10,0.003246943775970925,0.000804086234706037,15.0,14.0
11,0.002876927484763998,0.0005979104403511143,48.0,67.0
12,0.0028572583274753733,0.00040785460624709016,37.0,30.0
13,0.0028144520807106745,0.0005772069911596476,84.0,13.0
14,0.002674117561302125,0.0009102399320868922,60.0,47.0
15,0.002670219205222748,0.0005316781906881565,79.0,36.0
16,0.002561444867455539,0.00041016401235865725,54.0,49.0
17,0.0024835890515352925,0.0004988520919030427,7.0,45.0
18,0.0024703531895466637,0.0004451720996192498,58.0,13.0
19,0.002400896867992681,0.0007707057994624331,85.0,92.0
20,0.002317133559008517,0.0004236941811839277,73.0,78.0
21,0.0023136574532282277,0.0005178338618660553,22.0,67.0
22,0.002290927194788642,0.0004680229323036089,68.0,64.0
23,0.0022657485930318052,0.0005234107383554115,35.0,7.0
24,0.002166085424327478,0.00043610140221296513,91.0,81.0
25,0.002151356983117919,0.0003842915335923673,10.0,71.0
26,0.002145054955689171,0.0005751258398796554,46.0,82.0
27,0.0021301162739815285,0.00048405052621443165,52.0,12.0
28,0.0020857952039176893,0.0007812067338747073,77.0,17.0
29,0.0020416539078963692,0.00046913857109632655,35.0,79.0
30,0.002021676786211561,0.0005625012714377271,25.0,9.0
31,0.0019924409264706015,0.00037976603767848286,13.0,21.0
32,0.0019721268274376005,0.0006497833278045969,26.0,39.0
33,0.0019356180749836199,0.0004955156419650393,86.0,7.0
34,0.0018953997821584516,0.0006595736124107182,40.0,46.0
35,0.0018824334945676327,0.00047633727818463143,13.0,49.0
36,0.001876018996549126,0.00038569782989700035,52.0,46.0
37,0.0018248811034173675,0.0005131306510346458,16.0,99.0
38,0.0017723094233588184,0.00037746735357981076,24.0,23.0
39,0.0017457228245745678,0.00036902747813948803,71.0,40.0
40,0.0017251980450940666,0.0003917769520477895,79.0,59.0
41,0.0017085474548947804,0.0003083517662881928,93.0,39.0
42,0.0016986325405891455,0.00033448189136496575,63.0,69.0
43,0.001681288188908178,0.0006335981017982995,58.0,55.0
44,0.001666605582894011,0.0003918977630452042,36.0,71.0
45,0.0016023607846752923,0.0006105155752096487,36.0,65.0
46,0.0015909544092577875,0.0006367158417977654,66.0,77.0
47,0.0015766112265129324,0.00028922637591999594,64.0,16.0
48,0.0015613244150661804,0.0005644985838411767,35.0,23.0
49,0.00155792954740334,0.0003821658550145637,27.0,16.0
50,0.0015523166694384842,0.0006378901311343454,81.0,6.0
51,0.0015467247524642656,0.0003539592196503938,23.0,42.0
52,0.0015182035534886235,0.0003809577701038697,46.0,43.0
53,0.001502922444564173,0.0005152408771164924,64.0,9.0
54,0.0014869277897909309,0.00044351787406830026,48.0,33.0
55,0.0014647240567505619,0.0004681676254789745,16.0,83.0
56,0.0014457734940072904,0.000299133151636928,53.0,79.0
57,0.0014425157154517305,0.0004679309288179704,27.0,48.0
58,0.001408176082833544,0.00032968824503266405,43.0,71.0
59,0.0014002776089673055,0.0004248122974589829,50.0,86.0
60,0.0013960095578209365,0.0005712848565573081,52.0,19.0
61,0.0013861749038221699,0.0005141754280032101,52.0,56.0
62,0.0013829481697258622,0.0005841716091549048,85.0,48.0
63,0.0013796100538799793,0.0005535238800954095,62.0,83.0
64,0.0013730559142867294,0.0005061938288146728,77.0,83.0
65,0.0013651328446901846,0.0005328644964847898,21.0,60.0
66,0.0013637158820760304,0.00028848284862973713,29.0,28.0
67,0.0013435218341001324,0.0002684551863515948,46.0,8.0
68,0.0013220278352214206,0.00046844154191284467,66.0,56.0
69,0.0013219529172748031,0.0003870764252189302,44.0,21.0
70,0.0012946581030583125,0.00033975058502668654,14.0,32.0
71,0.001263297661477072,0.0003477376608404383,20.0,18.0
72,0.0012309034167999973,0.00031189512883184316,12.0,7.0
73,0.0012280446041622877,0.0005205777198357683,62.0,37.0
74,0.0012112827350878824,0.0004702164235117627,88.0,72.0
75,0.0012099855377471676,0.00019016819126004225,48.0,45.0
76,0.001203927611192778,0.000557352982776784,70.0,13.0
77,0.0012015314608597304,0.0003737588985281635,22.0,84.0
78,0.001183692912805451,0.00034815898950336715,93.0,49.0
79,0.0011763739808783528,0.00046578166798379997,13.0,27.0
80,0.0011674774501457602,0.0003061095889222754,60.0,30.0
81,0.001164688515985541,0.0004989160580360524,7.0,92.0
82,0.0011571838045520142,0.0002947057192396241,83.0,67.0
83,0.0011492587283800637,0.0004303227286821285,68.0,29.0
84,0.0011457686029468352,0.0004628137071750702,57.0,72.0
85,0.0010962764722793183,0.000508541131586301,73.0,7.0
86,0.0010908590844782825,0.00041536866617284253,15.0,90.0
87,0.0010664308231810493,0.0006160133146293752,45.0,75.0
88,0.0010360793123222163,0.0003156211107778296,42.0,35.0
89,0.0010354489937850113,0.00028803664215379637,30.0,21.0
90,0.0010320816414049932,0.00023331118609273756,6.0,76.0
91,0.001025748211012513,0.0003545379261270523,16.0,54.0
92,0.0009532909949856546,0.0003280188686410299,8.0,13.0
93,0.0008827965372116182,0.0002331323376783153,79.0,91.0
94,0.0008817373853911916,0.0002266907794301683,16.0,42.0
95,0.0008643369701249576,0.0002906568724053977,54.0,51.0
96,0.0008541429848664989,0.00040474487557122166,8.0,86.0
97,0.0008445370439706701,0.000337608991692922,55.0,63.0
98,0.0007608109800978706,0.00028309734262412835,15.0,76.0
99,0.0007465440169261553,0.0002827486372944543,57.0,19.0
100,0.000705968249798181,0.00035749872506809187,21.0,15.0
101,0.0006880297062815471,0.00036729175495626103,55.0,85.0
102,0.0006394751040971589,0.0003103102241795921,8.0,80.0
103,0.0006000941568946812,0.0002546891570721408,72.0,71.0
104,0.0005658596196081954,0.0005297433912396871,76.0,85.0
105,0.0005339358075634653,0.00026676179988754033,62.0,24.0
106,0.0004561581413670778,0.0001862605082796022,14.0,93.0
107,0.00041835804412024936,0.0002569408839308273,53.0,26.0
108,0.00041737696812677965,0.00016274546263505548,42.0,27.0
109,0.0004146551114090383,0.0001303152033055644,49.0,75.0
110,0.0003939605902931788,0.00021411996951496926,34.0,6.0
111,0.00036873022350071615,0.00025068833450361165,64.0,76.0
112,0.00032978081442914837,0.00015323382422623288,7.0,83.0
113,0.00032811591230402445,0.00013694430902099202,29.0,47.0
114,0.00024323005989769885,0.00010935729128881432,81.0,80.0
