,r-a,Dra,w-a,Dwa
0,0.004064178374553754,0.0006079691236732395,0.0033478524505378806,0.0008918845882292748
1,0.0036493530445621297,0.000643774877933701,0.0025220770226897764,0.0007777808123980658
2,0.003381357431412769,0.00038075153104777436,0.002411715094629286,0.0005687936302096034
3,0.00267788439264383,0.0008792461804811996,0.0024005315630763863,0.000435636053156871
4,0.0017482915081824797,0.000658240493192151,0.0023154856830828892,0.0006618730521397673
5,0.0017126975354237362,0.0004064969614030044,0.002241311809209848,0.0005822501798984114
6,0.0016873904114993133,0.0004031165439121933,0.002127588168466422,0.0005795702344244466
7,0.001541506650524482,0.0005739023870436158,0.0020858959801735707,0.0006697570049406632
8,0.0011933449720513969,0.0004945431979489884,0.002045514908988392,0.0005084004118372523
9,-1.0,-1.0,0.001978567090660591,0.0004916053277224603
10,-1.0,-1.0,0.0018873813442071236,0.0008733484969295866
11,-1.0,-1.0,0.001874670648458213,0.000641512809983695
12,-1.0,-1.0,0.0017924169834443737,0.0005286176988299405
13,-1.0,-1.0,0.0017425388577777875,0.00036620312674859383
14,-1.0,-1.0,0.0014880660200263373,0.0003563843108916651
15,-1.0,-1.0,0.0013960735445327852,0.0005123840923703591
16,-1.0,-1.0,0.001352946842179967,0.0006355015660181857
17,-1.0,-1.0,0.0013033081741095451,0.000604097578755585
18,-1.0,-1.0,0.0013024982910375587,0.0003669002387375839
19,-1.0,-1.0,0.001164669581256456,0.0003891880468178672
20,-1.0,-1.0,0.001126134127451079,0.00036989329430176573
21,-1.0,-1.0,0.0010756060159001829,0.00037314753104883186
22,-1.0,-1.0,0.0010024678993700797,0.0003548013679898153
23,-1.0,-1.0,0.09197887392877414,0.001572745712865406
24,-1.0,-1.0,0.06044137169049072,0.001002482245469042
25,-1.0,-1.0,0.048348468334236706,0.001306740338350359
26,-1.0,-1.0,0.034684769878311275,0.0013480031816882805
27,-1.0,-1.0,0.022294939245040384,0.0009529631140165123
28,-1.0,-1.0,0.021375451338287478,0.0008328638667471932
29,-1.0,-1.0,0.014463743158196294,0.0008661643885950623
30,-1.0,-1.0,0.012264271355180965,0.00048672461743102467
31,-1.0,-1.0,0.009401893157573699,0.0009957249212774937
32,-1.0,-1.0,0.007905602487799894,0.0004928408106683713
33,-1.0,-1.0,0.0062529263967267875,0.00045192823869839524
34,-1.0,-1.0,0.002531949888481276,0.0004729511310958382
35,-1.0,-1.0,0.0021185162939958632,0.0003978786020038066
