,r-a,Dra,w-a,Dwa
0,0.004354679527577197,0.0015611055259709295,0.0031983064553875126,0.0006111463916838791
1,0.003562412266755163,0.0009306873728455514,0.003036295302248223,0.0003920663227298576
2,0.0033088914113885495,0.0008635200838227651,0.002655080239045363,0.0007638758875897191
3,0.002795303997394911,0.0009014501622180411,0.0025934745383821983,0.0004957988071347572
4,0.0026255645828796,0.0009255119131478632,0.0025378859190365415,0.0007039210168434095
5,0.0021869955329989707,0.0008707959446342998,0.0023811110260623923,0.0009235312615737757
6,0.001406299703069143,0.0003735942996474821,0.002352980934836579,0.0005280641336751744
7,-1.0,-1.0,0.0022975457684434345,0.0007389246897298214
8,-1.0,-1.0,0.0021877768681184324,0.0004354329845888656
9,-1.0,-1.0,0.002116104586927771,0.0007892157251977361
10,-1.0,-1.0,0.001976117377050054,0.0005220831743806512
11,-1.0,-1.0,0.0018343766564420235,0.0005724220927437479
12,-1.0,-1.0,0.0017212647698433012,0.0005100635691945804
13,-1.0,-1.0,0.001679608617765856,0.0006977500342490912
14,-1.0,-1.0,0.0013396752976832203,0.00040429701033276494
15,-1.0,-1.0,0.0011770413213370795,0.00033319874504758156
16,-1.0,-1.0,0.0011527485230801344,0.00040031243221766633
17,-1.0,-1.0,0.0011521417230957683,0.0002870938727005668
18,-1.0,-1.0,0.0011447805590613681,0.0003076670747310006
19,-1.0,-1.0,0.0011252957667977916,0.00023860498114365017
20,-1.0,-1.0,0.0009939333113290227,0.00034688392504697384
21,-1.0,-1.0,0.09408784059185356,0.0016650410553409318
22,-1.0,-1.0,0.0617916941490502,0.0011083167482338462
23,-1.0,-1.0,0.04992687376312669,0.0013632638698021162
24,-1.0,-1.0,0.03475929369968395,0.0015015061189886075
25,-1.0,-1.0,0.02304315911318233,0.0007951412411669156
26,-1.0,-1.0,0.022382954009066668,0.0008762386952238937
27,-1.0,-1.0,0.014562388485446267,0.0010106271447963353
28,-1.0,-1.0,0.010649706522296798,0.0004593158099370084
29,-1.0,-1.0,0.009678691008734485,0.0003883415769879786
30,-1.0,-1.0,0.00649555420760116,0.0004991874435149058
