,r-a,Dra,w-a,Dwa
0,0.00892250957846258,0.000939666285087589,0.003456410888360297,0.0003828923420702848
1,0.0038934380187605477,0.00042027107107600576,0.002759219342361611,0.0008114001716654591
2,0.0036320192937793327,0.0004162521830150573,0.002417758116193919,0.00044193851238832763
3,0.0029205449874236296,0.00042660322121348135,0.0021647085513357874,0.0006511001631904879
4,0.0026471740747804192,0.0007878827060620201,0.0021536183261072735,0.0005477410904263012
5,0.002427157125599558,0.0006339730260267716,0.002030392921300579,0.0005040987223696315
6,0.002036977908933086,0.0004992486716937641,0.002002256044864506,0.0006208858768290931
7,0.001926430691633785,0.000775246833023014,0.0018669885867059093,0.0004531106240662435
8,0.0017918406440199312,0.0005120331342095568,0.001797391241646745,0.000441279736185091
9,0.0016425753888590691,0.00037243699228848773,0.0017871285984333038,0.0003999949618710314
10,0.001554469651421443,0.0007009841369160301,0.0017596095943835876,0.00041533585562030895
11,0.0011496304848962,0.000552685550513153,0.0017360472823913843,0.0003149722571524939
12,-1.0,-1.0,0.0016816202813870866,0.00027435907620277207
13,-1.0,-1.0,0.0014091704909541703,0.0003067862607164106
14,-1.0,-1.0,0.001322581160198054,0.000350359854913897
15,-1.0,-1.0,0.0011379979981441064,0.0006585673355854984
16,-1.0,-1.0,0.0011148539477907453,0.00038761621364716005
17,-1.0,-1.0,0.0010407292717368756,0.0006225232803471834
18,-1.0,-1.0,0.0010379292752198516,0.0003654096133546358
19,-1.0,-1.0,0.0010326799679751017,0.0004861199315648545
20,-1.0,-1.0,0.0905095950262739,0.001509709819253457
21,-1.0,-1.0,0.05918012232253691,0.0009617755045934506
22,-1.0,-1.0,0.04728698850931811,0.0012752015637015235
23,-1.0,-1.0,0.03394028403408519,0.0013066255084176772
24,-1.0,-1.0,0.022230439091979675,0.0008946501764391162
25,-1.0,-1.0,0.020218592668089726,0.0007716459566723562
26,-1.0,-1.0,0.013958118508391902,0.0009032644206246169
27,-1.0,-1.0,0.007734888780176133,0.0005119632617547462
28,-1.0,-1.0,0.005885520154818064,0.0006420339278215526
29,-1.0,-1.0,0.005584627340525865,0.00034833629852879243
30,-1.0,-1.0,0.004465643491492192,0.0006339989502853001
31,-1.0,-1.0,0.003029904004391436,0.0007713395781727165
32,-1.0,-1.0,0.002512436336892597,0.0004043504079016779
33,-1.0,-1.0,0.002127802882825868,0.0004688132348408644
34,-1.0,-1.0,0.002119336286932565,0.0005029979730888716
35,-1.0,-1.0,0.0013379218854207978,0.0008187426673642143
